uniprot	gene	synonyms
A0AV96	RBM47	RBM47
A0AVK6	E2F8	E2F8
A0FGR8	ESYT2	ESYT2,FAM62B,KIAA1228
A0JLT2	MED19	MED19,LCMR1
A0JNW5	UHRF1BP1L	UHRF1BP1L,KIAA0701,SHIP164
A0MZ66	SHTN1	SHTN1,KIAA1598
A1A4S6	ARHGAP10	ARHGAP10,GRAF2
A1L0T0	ILVBL	ILVBL,AHAS,HACL2
A1L170	C1orf226	C1orf226
A1L390	PLEKHG3	PLEKHG3,KIAA0599
A1X283	SH3PXD2B	SH3PXD2B,FAD49,KIAA1295,TKS4
A2A2Y4	FRMD3	FRMD3,EPB41L4O
A2AJT9	BCLAF3	BCLAF3,CXorf23
A3KN83	SBNO1	SBNO1,MOP3
A5YM69	ARHGEF35	ARHGEF35,ARHGEF5L
A6ND36	FAM83G	FAM83G,PAWS1
A6NDB9	PALM3	PALM3
A6NEL2	SOWAHB	SOWAHB,ANKRD56
A6NFI3	ZNF316	ZNF316
A6NGB9	WIPF3	WIPF3,CR16
A6NIE6	RRN3P2	RRN3P2
Q9NYV6	RRN3	RRN3,TIFIA
A6NKD9	CCDC85C	CCDC85C
A6NKF1	SAC3D1	SAC3D1,SHD1
A7E2V4	ZSWIM8	ZSWIM8,KIAA0913
A7KAX9	ARHGAP32	ARHGAP32,GRIT,KIAA0712,RICS
A8CG34	POM121C	POM121C
A8MT19	RHPN2P1	RHPN2P1
Q8IUC4	RHPN2	RHPN2
C9JI98	TMEM238	TMEM238
C9JLW8	MCRIP1	MCRIP1,FAM195B,GRAN2
E7EW31	PROB1	PROB1,C5orf65
E9PAV3	NACA	NACA
Q13765	NACA	NACA,HSD48
G9CGD6	CNK3/IPCEF1	CNK3/IPCEF1
Q6P9H4	CNKSR3	CNKSR3,MAGI1
O00151	PDLIM1	PDLIM1,CLIM1,CLP36
O00159	MYO1C	MYO1C
O00161	SNAP23	SNAP23
O00178	GTPBP1	GTPBP1
O00192	ARVCF	ARVCF
O00193	SMAP	SMAP,C11orf58
O00203	AP3B1	AP3B1,ADTB3A
O00204	SULT2B1	SULT2B1,HSST2
O00221	NFKBIE	NFKBIE,IKBE
O00231	PSMD11	PSMD11
O00264	PGRMC1	PGRMC1,HPR6.6,PGRMC
O00267	SUPT5H	SUPT5H,SPT5,SPT5H
O00273	DFFA	DFFA,DFF1,DFF45,H13
O00303	EIF3F	EIF3F,EIF3S5
O00308	WWP2	WWP2
O00401	WASL	WASL
O00418	EEF2K	EEF2K
O00429	DNM1L	DNM1L,DLP1,DRP1
O00443	PIK3C2A	PIK3C2A
O00459	PIK3R2	PIK3R2
O00461	GOLIM4	GOLIM4,GIMPC,GOLPH4,GPP130
O00499	BIN1	BIN1,AMPHL
O00505	KPNA3	KPNA3,QIP2
O00512	BCL9	BCL9
O00515	LAD1	LAD1,LAD
O00559	EBAG9	EBAG9,RCAS1
O00560	SDCBP	SDCBP,MDA9,SYCL
O00567	NOP56	NOP56,NOL5A
O00571	DDX3X	DDX3X,DBX,DDX3
O00629	KPNA4	KPNA4,QIP1
O00712	NFIB	NFIB
O00750	PIK3C2B	PIK3C2B
O00767	SCD	SCD,FADS5,SCD1,SCDOS
O14493	CLDN4	CLDN4,CPER,CPETR1,WBSCR8
O14497	ARID1A	ARID1A,BAF250,BAF250A,C1orf4,OSA1,SMARCF1
O14523	C2CD2L	C2CD2L,KIAA0285,TMEM24,DLNB23
O14545	TRAFD1	TRAFD1,FLN29
O14578	CIT	CIT,CRIK,KIAA0949,STK21
O14617	AP3D1	AP3D1,PRO0039
O14639	ABLIM1	ABLIM1,ABLIM,KIAA0059,LIMAB1
O14646	CHD1	CHD1
O14647	CHD2	CHD2
O14662	STX16	STX16
O14681	EI24	EI24,PIG8
O14683	TP53I11	TP53I11,PIG11
O14686	KMT2D	KMT2D,ALR,MLL2,MLL4
O14713	ITGB1BP1	ITGB1BP1,ICAP1
O14715	RGPD8	RGPD8,RANBP2ALPHA,RANBP2L1,RANBP2L3
Q99666	RGPD5	RGPD5,RANBP2L1,RGP5,RGP7,RGPD7;,RGPD6,RANBP2L2,RGP6
O14737	PDCD5	PDCD5,TFAR19
O14745	SLC9A3R1	SLC9A3R1,NHERF,NHERF1
O14757	CHEK1	CHEK1,CHK1
O14795	UNC13B	UNC13B,UNC13
O14827	RASGRF2	RASGRF2,GRF2
O14828	SCAMP3	SCAMP3,C1orf3,PROPIN1
O14867	BACH1	BACH1
O14874	BCKDK	BCKDK
O14896	IRF6	IRF6
O14929	HAT1	HAT1,KAT1
O14950	MYL12B	MYL12B,MRLC2,MYLC2B
P19105	MYL12A	MYL12A,MLCB,MRLC3,RLC
O14974	PPP1R12A	PPP1R12A,MBS,MYPT1
O14979	HNRNPDL	HNRNPDL,HNRPDL,JKTBP
O14980	XPO1	XPO1,CRM1
O15014	ZNF609	ZNF609,KIAA0295
O15020	SPTBN2	SPTBN2,KIAA0302,SCA5
O15027	SEC16A	SEC16A,KIAA0310,SEC16,SEC16L
O15037	KHNYN	KHNYN,KIAA0323
O15042	U2SURP	U2SURP,KIAA0332,SR140
O15047	SETD1A	SETD1A,KIAA0339,KMT2F,SET1,SET1A
O15056	SYNJ2	SYNJ2,KIAA0348
O15067	PFAS	PFAS,KIAA0361
O15084	ANKRD28	ANKRD28,KIAA0379
O15085	ARHGEF11	ARHGEF11,KIAA0380
O15119	TBX3	TBX3
O15127	SCAMP2	SCAMP2
O15143	ARPC1B	ARPC1B,ARC41
O15155	BET1	BET1
O15164	TRIM24	TRIM24,RNF82,TIF1,TIF1A
O15173	PGRMC2	PGRMC2,DG6,PMBP
O15195	VILL	VILL
O15211	RGL2	RGL2,RAB2L
O15231	ZNF185	ZNF185
O15234	CASC3	CASC3,MLN51
O15258	RER1	RER1
Q96PC5	MIA2	MIA2,CTAGE5,MEA11,MEA6,MGEA11,MGEA6
O15357	INPPL1	INPPL1,SHIP2
O15371	EIF3D	EIF3D,EIF3S7
O15372	EIF3H	EIF3H,EIF3S3
O15400	STX7	STX7
O15417	TNRC18	TNRC18,CAGL79,KIAA1856
O15439	ABCC4	ABCC4,MOATB,MRP4
O15446	POLR1G	POLR1G,ASE1,CAST,CD3EAP,PAF49
O15530	PDPK1	PDPK1,PDK1
Q6A1A2	PDPK2P	PDPK2P,PDPK2
O15541	RNF113A	RNF113A,RNF113,ZNF183
O15551	CLDN3	CLDN3,C7orf1,CPETR2
O43149	ZZEF1	ZZEF1,KIAA0399
O43150	ASAP2	ASAP2,DDEF2,KIAA0400
O43159	RRP8	RRP8,KIAA0409,NML,hucep-1
O43166	SIPA1L1	SIPA1L1,E6TP1,KIAA0440
O43194	GPR39	GPR39
O43237	DYNC1LI2	DYNC1LI2,DNCLI2,LIC2
O43290	SART1	SART1
O43295	SRGAP3	SRGAP3,ARHGAP14,KIAA0411,KIAA1156,MEGAP,SRGAP2
O43301	HSPA12A	HSPA12A,KIAA0417
O43303	CCP110	CCP110,CEP110,CP110,KIAA0419
O43306	ADCY6	ADCY6,KIAA0422
O43310	CTIF	CTIF,KIAA0427
O43314	PPIP5K2	PPIP5K2,HISPPD1,KIAA0433,VIP2
O43318	MAP3K7	MAP3K7,TAK1
O43379	WDR62	WDR62,C19orf14
O43395	PRPF3	PRPF3,HPRP3,PRP3
O43399	TPD52L2	TPD52L2
O43426	SYNJ1	SYNJ1,KIAA0910
O43432	EIF4G3	EIF4G3
O43439	CBFA2T2	CBFA2T2,EHT,MTGR1
O43474	KLF4	KLF4,EZF,GKLF
O43491	EPB41L2	EPB41L2
O43524	FOXO3	FOXO3,FKHRL1,FOXO3A
O43566	RGS14	RGS14
O43572	AKAP10	AKAP10
O43581	SYT7	SYT7,PCANAP7
O43583	DENR	DENR,DRP1,H14
O43598	DNPH1	DNPH1,C6orf108,RCL
O43663	PRC1	PRC1
O43683	BUB1	BUB1,BUB1L
O43719	HTATSF1	HTATSF1
O43741	PRKAB2	PRKAB2
O43752	STX6	STX6
O43765	SGTA	SGTA,SGT,SGT1
O43768	ENSA	ENSA
O43815	STRN	STRN
O43847	NRDC	NRDC,NRD1
O43852	CALU	CALU
O43896	KIF1C	KIF1C,KIAA0706
O43933	PEX1	PEX1
O60229	KALRN	KALRN,DUET,DUO,HAPIP,TRAD
O60231	DHX16	DHX16,DBP2,DDX16,KIAA0577,PRP2
O60238	BNIP3L	BNIP3L,BNIP3A,BNIP3H,NIX
O60244	MED14	MED14,ARC150,CRSP2,CXorf4,DRIP150,EXLM1,RGR1,TRAP170
O60256	PRPSAP2	PRPSAP2
O60264	SMARCA5	SMARCA5,SNF2H,WCRF135
O60271	SPAG9	SPAG9,HSS,KIAA0516,MAPK8IP4,SYD1,HLC6
O60291	MGRN1	MGRN1,KIAA0544,RNF156
O60292	SIPA1L3	SIPA1L3,KIAA0545,SPAL3
O60293	ZFC3H1	ZFC3H1,CCDC131,KIAA0546,PSRC2
O60307	MAST3	MAST3,KIAA0561
O60318	MCM3AP	MCM3AP,GANP,KIAA0572,MAP80
O60333	KIF1B	KIF1B,KIAA0591,KIAA1448
O60341	KDM1A	KDM1A,AOF2,KDM1,KIAA0601,LSD1
O60343	TBC1D4	TBC1D4,AS160,KIAA0603
O60437	PPL	PPL,KIAA0568
O60502	OGA	OGA,HEXC,KIAA0679,MEA5,MGEA5
O60504	SORBS3	SORBS3,SCAM1
O60508	CDC40	CDC40,EHB3,PRP17,PRPF17
O60516	EIF4EBP3	EIF4EBP3
O60548	FOXD2	FOXD2,FKHL17,FREAC9
O60551	NMT2	NMT2
O60573	EIF4E2	EIF4E2,EIF4EL3
O60583	CCNT2	CCNT2
O60716	CTNND1	CTNND1,KIAA0384
O60762	DPM1	DPM1
O60784	TOM1	TOM1
O60814	H2BC12	H2BC12,H2BFT,HIRIP1,HIST1H2BK
P57053	H2BC12L	H2BC12L,H2BFS,H2BS1
P58876	H2BC5	H2BC5,H2BFB,HIRIP2,HIST1H2BD
P62807	H2BC4	H2BC4,H2BFL,HIST1H2BC;,H2BC6,H2BFH,HIST1H2BE;,H2BC7,H2BFG,HIST1H2BF;,H2BC8,H2BFA,HIST1H2BG;,H2BC10,H2BFK,HIST1H2BI
Q5QNW6	H2BC18	H2BC18,HIST2H2BF
Q93079	H2BC9	H2BC9,H2BFJ,HIST1H2BH
Q99877	H2BC15	H2BC15,H2BFD,HIST1H2BN
Q99879	H2BC14	H2BC14,H2BFE,HIST1H2BM
Q99880	H2BC13	H2BC13,H2BFC,HIST1H2BL
O60825	PFKFB2	PFKFB2
O60832	DKC1	DKC1,NOLA4
O60841	EIF5B	EIF5B,IF2,KIAA0741
O60885	BRD4	BRD4,HUNK1
O60890	OPHN1	OPHN1
O60930	RNASEH1	RNASEH1,RNH1
O60941	DTNB	DTNB
O75037	KIF21B	KIF21B,KIAA0449
O75096	LRP4	LRP4,KIAA0816,LRP10,MEGF7
O75113	N4BP1	N4BP1,KIAA0615
O75116	ROCK2	ROCK2,KIAA0619
O75122	CLASP2	CLASP2,KIAA0627
O75128	COBL	COBL,KIAA0633
O75131	CPNE3	CPNE3,CPN3,KIAA0636
O75132	ZBED4	ZBED4,KIAA0637
O75145	PPFIA3	PPFIA3,KIAA0654
O75151	PHF2	PHF2,CENP-35,KIAA0662
O75152	ZC3H11A	ZC3H11A,KIAA0663,ZC3HDC11A
O75153	CLUH	CLUH,KIAA0664
O75164	KDM4A	KDM4A,JHDM3A,JMJD2,JMJD2A,KIAA0677
O75167	PHACTR2	PHACTR2,C6orf56,KIAA0680
O75170	PPP6R2	PPP6R2,KIAA0685,PP6R2,SAPS2
O75175	CNOT3	CNOT3,KIAA0691,LENG2,NOT3
O75179	ANKRD17	ANKRD17,GTAR,KIAA0697
O75190	DNAJB6	DNAJB6,HSJ2,MRJ,MSJ1
O75351	VPS4B	VPS4B,SKD1,VPS42,MIG1
O75362	ZNF217	ZNF217,ZABC1
O75367	MACROH2A1	MACROH2A1,H2AFY
O75369	FLNB	FLNB,FLN1L,FLN3,TABP,TAP
O75376	NCOR1	NCOR1,KIAA1047
O75379	VAMP4	VAMP4
O75382	TRIM3	TRIM3,BERP,RNF22,RNF97
O75385	ULK1	ULK1,KIAA0722
O75396	SEC22B	SEC22B,SEC22L1
O75400	PRPF40A	PRPF40A,FBP11,FLAF1,FNBP3,HIP10,HYPA,HSPC225
O75410	TACC1	TACC1,KIAA1103
O75420	GIGYF1	GIGYF1,CDS2,PERQ1,PP3360
O75427	LRCH4	LRCH4,LRN,LRRN1,LRRN4
O75446	SAP30	SAP30
O75448	MED24	MED24,ARC100,CRSP4,DRIP100,KIAA0130,THRAP4,TRAP100
O75449	KATNA1	KATNA1
O75475	PSIP1	PSIP1,DFS70,LEDGF,PSIP2
O75494	SRSF10	SRSF10,FUSIP1,FUSIP2,SFRS13A,TASR
O75533	SF3B1	SF3B1,SAP155
O75569	PRKRA	PRKRA,PACT,RAX,HSD-14,HSD14
O75592	MYCBP2	MYCBP2,KIAA0916,PAM
O75607	NPM3	NPM3
O75643	SNRNP200	SNRNP200,ASCC3L1,HELIC2,KIAA0788
O75674	TOM1L1	TOM1L1,SRCASM
O75676	RPS6KA4	RPS6KA4,MSK2
O75683	SURF6	SURF6,SURF-6
O75691	UTP20	UTP20,DRIM
O75694	NUP155	NUP155,KIAA0791
O75717	WDHD1	WDHD1,AND1
O75764	TCEA3	TCEA3,TFIISH
O75815	BCAR3	BCAR3,NSP2,SH2D3B,UNQ271/PRO308
O75821	EIF3G	EIF3G,EIF3S4
O75822	EIF3J	EIF3J,EIF3S1,PRO0391
O75864	PPP1R37	PPP1R37,KIAA1986,LRRC68
O75909	CCNK	CCNK,CPR4
O75925	PIAS1	PIAS1,DDXBP1
O75962	TRIO	TRIO
O75976	CPD	CPD
O76021	RSL1D1	RSL1D1,CATX11,CSIG,PBK1,L12
O76024	WFS1	WFS1
O76041	NEBL	NEBL,C10orf113,LNEBL
O76074	PDE5A	PDE5A,PDE5
O76094	SRP72	SRP72
O94762	RECQL5	RECQL5,RECQ5
O94776	MTA2	MTA2,MTA1L1,PID
O94782	USP1	USP1
O94804	STK10	STK10,LOK
O94806	PRKD3	PRKD3,EPK2,PRKCN
O94811	TPPP	TPPP,TPPP1
O94819	KBTBD11	KBTBD11,CMLAP,KIAA0711,KLHDC7C
O94826	TOMM70	TOMM70,KIAA0719,TOM70,TOMM70A
O94827	PLEKHG5	PLEKHG5,KIAA0720
O94842	TOX4	TOX4,C14orf92,KIAA0737
O94864	SUPT7L	SUPT7L,KIAA0764
O94875	SORBS2	SORBS2,ARGBP2,KIAA0777
O94876	TMCC1	TMCC1,KIAA0779
O94880	PHF14	PHF14,KIAA0783
O94885	SASH1	SASH1,KIAA0790,PEPE1
O94887	FARP2	FARP2,KIAA0793,PLEKHC3
O94913	PCF11	PCF11,KIAA0824
O94915	FRYL	FRYL,AF4P12,KIAA0826
O94964	SOGA1	SOGA1,C20orf117,KIAA0889,SOGA
O94979	SEC31A	SEC31A,KIAA0905,SEC31L1,HSPC275,HSPC334
O94986	CEP152	CEP152,KIAA0912
O94988	FAM13A	FAM13A,FAM13A1,KIAA0914
O95049	TJP3	TJP3,ZO3
O95071	UBR5	UBR5,EDD,EDD1,HYD,KIAA0896
O95104	SCAF4	SCAF4,KIAA1172,SFRS15
O95149	SNUPN	SNUPN,RNUT1,SPN1
O95155	UBE4B	UBE4B,HDNB1,KIAA0684,UFD2
O95197	RTN3	RTN3,ASYIP,NSPL2
O95208	EPN2	EPN2,KIAA1065
O95218	ZRANB2	ZRANB2,ZIS,ZNF265
O95235	KIF20A	KIF20A,MKLP2,RAB6KIFL
O95239	KIF4A	KIF4A,KIF4
O95251	KAT7	KAT7,HBO1,HBOa,MYST2
O95292	VAPB	VAPB,UNQ484/PRO983
O95294	RASAL1	RASAL1,RASAL
O95295	SNAPIN	SNAPIN,BLOC1S7,SNAP25BP,SNAPAP
O95297	MPZL1	MPZL1,PZR,UNQ849/PRO1787
O95359	TACC2	TACC2
O95361	TRIM16	TRIM16,EBBP
O95365	ZBTB7A	ZBTB7A,FBI1,LRF,ZBTB7,ZNF857A
O95382	MAP3K6	MAP3K6,ASK2,MAPKKK6,MEKK6
O95391	SLU7	SLU7
O95394	PGM3	PGM3,AGM1
O95400	CD2BP2	CD2BP2,KIAA1178
O95402	MED26	MED26,ARC70,CRSP7
O95425	SVIL	SVIL
O95429	BAG4	BAG4,SODD
O95453	PARN	PARN,DAN
O95456	PSMG1	PSMG1,C21LRP,DSCR2,PAC1
O95487	SEC24B	SEC24B
O95544	NADK	NADK
O95628	CNOT4	CNOT4,NOT4
O95671	ASMTL	ASMTL
O95674	CDS2	CDS2
O95684	CEP43	CEP43,FGFR1OP,FOP
O95685	PPP1R3D	PPP1R3D,PPP1R6
O95696	BRD1	BRD1,BRL,BRPF2
O95714	HERC2	HERC2
O95747	OXSR1	OXSR1,KIAA1101,OSR1
O95758	PTBP3	PTBP3,ROD1
O95785	WIZ	WIZ,ZNF803
O95793	STAU1	STAU1,STAU
O95801	TTC4	TTC4,My044
O95817	BAG3	BAG3,BIS
O95819	MAP4K4	MAP4K4,HGK,KIAA0687,NIK
O95831	AIFM1	AIFM1,AIF,PDCD8
O95835	LATS1	LATS1,WARTS
O95983	MBD3	MBD3
O95997	PTTG1	PTTG1,EAP1,PTTG,TUTR1
Q9NZH5	PTTG2	PTTG2
O95999	BCL10	BCL10,CIPER,CLAP
O96013	PAK4	PAK4,KIAA1142
O96019	ACTL6A	ACTL6A,BAF53,BAF53A,INO80K
O96028	NSD2	NSD2,KIAA1090,MMSET,TRX5,WHSC1
P00352	ALDH1A1	ALDH1A1,ALDC,ALDH1,PUMB1
P00519	ABL1	ABL1,ABL,JTK7
P00558	PGK1	PGK1,PGKA,MIG10,OK/SW-cl.110
P01106	MYC	MYC,BHLHE39
P01213	PDYN	PDYN
P02545	LMNA	LMNA,LMN1
P02765	AHSG	AHSG,FETUA,PRO2743
P02794	FTH1	FTH1,FTH,FTHL6,OK/SW-cl.84,PIG15
P04040	CAT	CAT
P04049	RAF1	RAF1,RAF
P04075	ALDOA	ALDOA,ALDA
P04183	TK1	TK1
P04406	GAPDH	GAPDH,GAPD,CDABP0047,OK/SW-cl.12
P04439	HLA-A	HLA-A,HLAA
P04626	ERBB2	ERBB2,HER2,MLN19,NEU,NGL
P04637	TP53	TP53,P53
P04792	HSPB1	HSPB1,HSP27,HSP28
P05023	ATP1A1	ATP1A1
P05114	HMGN1	HMGN1,HMG14
P05386	RPLP1	RPLP1,RRP1
P05387	RPLP2	RPLP2,D11S2243E,RPP2
P05388	RPLP0	RPLP0
P05412	JUN	JUN
P05455	SSB	SSB
P05783	KRT18	KRT18,CYK18,PIG46
P05787	KRT8	KRT8,CYK8
P06400	RB1	RB1
P06454	PTMA	PTMA,TMSA
P06493	CDK1	CDK1,CDC2,CDC28A,CDKN1,P34CDC2
P06733	ENO1	ENO1,ENO1L1,MBPB1,MPB1
P06744	GPI	GPI
P06748	NPM1	NPM1,NPM
P07108	DBI	DBI
P07148	FABP1	FABP1,FABPL
P07199	CENPB	CENPB
P07355	ANXA2	ANXA2,ANX2,ANX2L4,CAL1H,LPC2D
P07741	APRT	APRT
P07814	EPRS1	EPRS1,EPRS,GLNS,PARS,QARS,QPRS,PIG32
P07900	HSP90AA1	HSP90AA1,HSP90A,HSPC1,HSPCA
P07910	HNRNPC	HNRNPC,HNRPC
P07919	UQCRH	UQCRH
P07948	LYN	LYN,JTK8
P08034	GJB1	GJB1,CX32
P08238	HSP90AB1	HSP90AB1,HSP90B,HSPC2,HSPCB
P08473	MME	MME,EPN
P08559	PDHA1	PDHA1,PHE1A
P08581	MET	MET
P08621	SNRNP70	SNRNP70,RNPU1Z,RPU1,SNRP70,U1AP1
P08651	NFIC	NFIC,NFI
P08708	RPS17	RPS17,RPS17L
P08727	KRT19	KRT19
P09327	VIL1	VIL1,VIL
P09651	HNRNPA1	HNRNPA1,HNRPA1
P09661	SNRPA1	SNRPA1
P09874	PARP1	PARP1,ADPRT,PPOL
P09884	POLA1	POLA1,POLA
P09972	ALDOC	ALDOC,ALDC
P0C1Z6	TFPT	TFPT,INO80F
P0C7T5	ATXN1L	ATXN1L,BOAT,BOAT1
P0DMV8	HSPA1A	HSPA1A,HSP72,HSPA1,HSX70
P0DMV9	HSPA1B	HSPA1B,HSP72
P0DPB5	POLR1D	POLR1D
P10075	GLI4	GLI4,HKR4
P10242	MYB	MYB
P10244	MYBL2	MYBL2,BMYB
P10398	ARAF	ARAF,ARAF1,PKS,PKS2
P10412	H1-4	H1-4,H1F4,HIST1H1E
P10586	PTPRF	PTPRF,LAR
P10636	MAPT	MAPT,MAPTL,MTBT1,TAU
P10644	PRKAR1A	PRKAR1A,PKR1,PRKAR1,TSE1
P10809	HSPD1	HSPD1,HSP60
P11047	LAMC1	LAMC1,LAMB2
P11166	SLC2A1	SLC2A1,GLUT1
P11171	EPB41	EPB41,E41P
P11274	BCR	BCR,BCR1,D22S11
P11387	TOP1	TOP1
P11388	TOP2A	TOP2A,TOP2
P11532	DMD	DMD
P11717	IGF2R	IGF2R,MPRI
P11831	SRF	SRF
P12268	IMPDH2	IMPDH2,IMPD2
P12270	TPR	TPR
P12694	BCKDHA	BCKDHA
P12755	SKI	SKI
P12882	MYH1	MYH1
Q9UKX2	MYH2	MYH2,MYHSA2
Q9Y623	MYH4	MYH4
P12931	SRC	SRC,SRC1
P12956	XRCC6	XRCC6,G22P1
P13051	UNG	UNG,DGU,UNG1,UNG15
P13489	RNH1	RNH1,PRI,RNH
P13533	MYH6	MYH6,MYHCA
P13569	CFTR	CFTR,ABCC7
P13639	EEF2	EEF2,EF2
P13796	LCP1	LCP1,PLS2
P13798	APEH	APEH,D3F15S2,D3S48E,DNF15S2
P13807	GYS1	GYS1,GYS
P13861	PRKAR2A	PRKAR2A,PKR2,PRKAR2
P14618	PKM	PKM,OIP3,PK2,PK3,PKM2
P14625	HSP90B1	HSP90B1,GRP94,TRA1
P14859	POU2F1	POU2F1,OCT1,OTF1
P14866	HNRNPL	HNRNPL,HNRPL,P/OKcl.14
P14923	JUP	JUP,CTNNG,DP3
P15056	BRAF	BRAF,BRAF1,RAFB1
P15151	PVR	PVR,PVS
P15336	ATF2	ATF2,CREB2,CREBP1
P15407	FOSL1	FOSL1,FRA1
P15408	FOSL2	FOSL2,FRA2
P15531	NME1	NME1,NDPKA,NM23
P15880	RPS2	RPS2,RPS4
P15923	TCF3	TCF3,BHLHB21,E2A,ITF1
P15924	DSP	DSP
P16070	CD44	CD44,LHR,MDU2,MDU3,MIC4
P16104	H2AX	H2AX,H2AFX
P16144	ITGB4	ITGB4
P16152	CBR1	CBR1,CBR,CRN,SDR21C1
P16220	CREB1	CREB1
P16333	NCK1	NCK1,NCK
P16383	GCFC2	GCFC2,C2orf3,GCF,TCF9
P16401	H1-5	H1-5,H1F5,HIST1H1B
P16403	H1-2	H1-2,H1F2,HIST1H1C
P16455	MGMT	MGMT
P16615	ATP2A2	ATP2A2,ATP2B
P16949	STMN1	STMN1,C1orf215,LAP18,OP18
P16989	YBX3	YBX3,CSDA,DBPA
P17029	ZKSCAN1	ZKSCAN1,KOX18,ZNF139,ZNF36
P17096	HMGA1	HMGA1,HMGIY
P17252	PRKCA	PRKCA,PKCA,PRKACA
P17480	UBTF	UBTF,UBF,UBF1
P17509	HOXB6	HOXB6,HOX2B
P17612	PRKACA	PRKACA,PKACA
P22612	PRKACG	PRKACG
P22694	PRKACB	PRKACB
P17706	PTPN2	PTPN2,PTPT
P17812	CTPS1	CTPS1,CTPS
P17844	DDX5	DDX5,G17P1,HELR,HLR1
P17980	PSMC3	PSMC3,TBP1
P17987	TCP1	TCP1,CCT1,CCTA
P18031	PTPN1	PTPN1,PTP1B
P18206	VCL	VCL
P18433	PTPRA	PTPRA,PTPA,PTPRL2
P18583	SON	SON,C21orf50,DBP5,KIAA1019,NREBP,HSPC310,HSPC312
P18615	NELFE	NELFE,RD,RDBP
P18669	PGAM1	PGAM1,PGAMA,CDABP0006
P18754	RCC1	RCC1,CHC1
P18858	LIG1	LIG1
P18887	XRCC1	XRCC1
P19174	PLCG1	PLCG1,PLC1
P19338	NCL	NCL
P19419	ELK1	ELK1
P19525	EIF2AK2	EIF2AK2,PKR,PRKR
P19532	TFE3	TFE3,BHLHE33
P19634	SLC9A1	SLC9A1,APNH1,NHE1
P19793	RXRA	RXRA,NR2B1
P19838	NFKB1	NFKB1
P20020	ATP2B1	ATP2B1,PMCA1
P20042	EIF2S2	EIF2S2,EIF2B
P20248	CCNA2	CCNA2,CCN1,CCNA
P20290	BTF3	BTF3,NACB,OK/SW-cl.8
P20700	LMNB1	LMNB1,LMN2,LMNB
P20810	CAST	CAST
P20823	HNF1A	HNF1A,TCF1
P21127	CDK11B	CDK11B,CDC2L1,CDK11,PITSLREA,PK58
P21291	CSRP1	CSRP1,CSRP,CYRP
P21333	FLNA	FLNA,FLN,FLN1
P21359	NF1	NF1
P21796	VDAC1	VDAC1,VDAC
P21860	ERBB3	ERBB3,HER3
P22059	OSBP	OSBP,OSBP1
P22087	FBL	FBL,FIB1,FLRN
P22102	GART	GART,PGFT,PRGS
P22234	PAICS	PAICS,ADE2,AIRC,PAIS
P22314	UBA1	UBA1,A1S9T,UBE1
P22392	NME2	NME2,NM23B
P22415	USF1	USF1,BHLHB11,USF
Q15853	USF2	USF2,BHLHB12
P22455	FGFR4	FGFR4,JTK2,TKF
P22626	HNRNPA2B1	HNRNPA2B1,HNRPA2B1
P22670	RFX1	RFX1
P23193	TCEA1	TCEA1,GTF2S,TFIIS
P23246	SFPQ	SFPQ,PSF
P23396	RPS3	RPS3,OK/SW-cl.26
P23443	RPS6KB1	RPS6KB1,STK14A
P23497	SP100	SP100
P23528	CFL1	CFL1,CFL
P23588	EIF4B	EIF4B
P23677	ITPKA	ITPKA
P24534	EEF1B2	EEF1B2,EEF1B,EF1B
P24928	POLR2A	POLR2A,POLR2
P25054	APC	APC,DP2.5
P25098	GRK2	GRK2,ADRBK1,BARK,BARK1
P25205	MCM3	MCM3
P25440	BRD2	BRD2,KIAA9001,RING3
P25445	FAS	FAS,APT1,FAS1,TNFRSF6
P25490	YY1	YY1,INO80S
P25788	PSMA3	PSMA3,HC8,PSC8
P26045	PTPN3	PTPN3,PTPH1
P26358	DNMT1	DNMT1,AIM,CXXC9,DNMT
P26368	U2AF2	U2AF2,U2AF65
P26373	RPL13	RPL13,BBC1,OK/SW-cl.46
P26599	PTBP1	PTBP1,PTB
P26641	EEF1G	EEF1G,EF1G,PRO1608
P27216	ANXA13	ANXA13,ANX13
P27361	MAPK3	MAPK3,ERK1,PRKM3
P27448	MARK3	MARK3,CTAK1,EMK2
P27694	RPA1	RPA1,REPA1,RPA70
P27708	CAD	CAD
P27816	MAP4	MAP4
P27824	CANX	CANX
P27987	ITPKB	ITPKB
P28066	PSMA5	PSMA5
P28290	ITPRID2	ITPRID2,CS1,KIAA1927,KRAP,SSFA2
P28482	MAPK1	MAPK1,ERK2,PRKM1,PRKM2
P28715	ERCC5	ERCC5,ERCM2,XPG,XPGC
P28749	RBL1	RBL1
P29323	EPHB2	EPHB2,DRT,EPHT3,EPTH3,ERK,HEK5,TYRO5
P29353	SHC1	SHC1,SHC,SHCA
P29374	ARID4A	ARID4A,RBBP1,RBP1
P29375	KDM5A	KDM5A,JARID1A,RBBP2,RBP2
P29590	PML	PML,MYL,PP8675,RNF71,TRIM19
P29597	TYK2	TYK2
P29692	EEF1D	EEF1D,EF1D
P29966	MARCKS	MARCKS,MACS,PRKCSL
P30041	PRDX6	PRDX6,AOP2,KIAA0106
P30050	RPL12	RPL12
P30086	PEBP1	PEBP1,PBP,PEBP
P30279	CCND2	CCND2
